0/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : 0, q_loss : 0, SCL Loss : 0×0, ICL Loss : 0×0, UCL Loss : 0×0
7172/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -57.24293518066406, q_loss : 0.1627541482448578, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7173/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -57.4239501953125, q_loss : 0.10314510762691498, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7174/20000, episode_reward : 12, episode_length : 3, CTR : 1.0, a_loss : -59.220882415771484, q_loss : 0.12090100347995758, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7175/20000, episode_reward : 27, episode_length : 5, CTR : 0.6, a_loss : -58.73273468017578, q_loss : 0.12884318828582764, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7176/20000, episode_reward : 11, episode_length : 2, CTR : 1.0, a_loss : -67.66278839111328, q_loss : 0.11603149771690369, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7177/20000, episode_reward : 95, episode_length : 17, CTR : 0.6470588235294118, a_loss : -61.99085235595703, q_loss : 0.2194528877735138, SCL Loss : 0×0, ICL Loss : 17×1.0, UCL Loss : 0×0
7178/20000, episode_reward : 54, episode_length : 6, CTR : 1.0, a_loss : -62.756927490234375, q_loss : 0.22249415516853333, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
7179/20000, episode_reward : 41, episode_length : 15, CTR : 0.8666666666666667, a_loss : -50.40948486328125, q_loss : 0.15100976824760437, SCL Loss : 0×0, ICL Loss : 15×1.0, UCL Loss : 0×0
7180/20000, episode_reward : 11, episode_length : 2, CTR : 1.0, a_loss : -55.77203369140625, q_loss : 0.12201730906963348, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7181/20000, episode_reward : 99, episode_length : 13, CTR : 0.8461538461538461, a_loss : -61.4095344543457, q_loss : 0.19411878287792206, SCL Loss : 0×0, ICL Loss : 13×1.0, UCL Loss : 0×0
7182/20000, episode_reward : 8, episode_length : 4, CTR : 0.5, a_loss : -65.17648315429688, q_loss : 0.0938665121793747, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7183/20000, episode_reward : 46, episode_length : 9, CTR : 0.6666666666666666, a_loss : -52.123802185058594, q_loss : 0.1882535219192505, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
7184/20000, episode_reward : 56, episode_length : 9, CTR : 0.7777777777777778, a_loss : -61.16438293457031, q_loss : 0.12228859961032867, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
7185/20000, episode_reward : 6, episode_length : 6, CTR : 0.5, a_loss : -53.73899459838867, q_loss : 0.17688098549842834, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
7186/20000, episode_reward : 64, episode_length : 10, CTR : 0.8, a_loss : -54.132469177246094, q_loss : 0.2192641794681549, SCL Loss : 0×0, ICL Loss : 10×1.0, UCL Loss : 0×0
7187/20000, episode_reward : 33, episode_length : 8, CTR : 0.625, a_loss : -58.37031936645508, q_loss : 0.1688774824142456, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
7188/20000, episode_reward : 2, episode_length : 4, CTR : 0.25, a_loss : -65.72687530517578, q_loss : 0.11907204985618591, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7189/20000, episode_reward : 47, episode_length : 8, CTR : 0.75, a_loss : -55.504478454589844, q_loss : 0.21231544017791748, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
7190/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -56.579471588134766, q_loss : 0.15177179872989655, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7191/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -63.654014587402344, q_loss : 0.242218017578125, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7192/20000, episode_reward : 158, episode_length : 23, CTR : 0.8695652173913043, a_loss : -59.263572692871094, q_loss : 0.2179228961467743, SCL Loss : 0×0, ICL Loss : 23×1.0, UCL Loss : 0×0
7193/20000, episode_reward : 54, episode_length : 7, CTR : 0.8571428571428571, a_loss : -59.35508728027344, q_loss : 0.1881229281425476, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
7194/20000, episode_reward : 12, episode_length : 5, CTR : 0.6, a_loss : -61.5766487121582, q_loss : 0.21121738851070404, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7195/20000, episode_reward : 45, episode_length : 5, CTR : 1.0, a_loss : -65.32628631591797, q_loss : 0.17641636729240417, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7196/20000, episode_reward : 4, episode_length : 3, CTR : 0.3333333333333333, a_loss : -61.4185791015625, q_loss : 0.23876696825027466, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7197/20000, episode_reward : 154, episode_length : 18, CTR : 1.0, a_loss : -61.11164855957031, q_loss : 0.21459293365478516, SCL Loss : 0×0, ICL Loss : 18×1.0, UCL Loss : 0×0
7198/20000, episode_reward : 36, episode_length : 5, CTR : 0.8, a_loss : -63.994667053222656, q_loss : 0.21176300942897797, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7199/20000, episode_reward : 27, episode_length : 4, CTR : 0.75, a_loss : -61.30826187133789, q_loss : 0.18094824254512787, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7200/20000, episode_reward : 130, episode_length : 21, CTR : 0.8571428571428571, a_loss : -53.846214294433594, q_loss : 0.14488936960697174, SCL Loss : 0×0, ICL Loss : 21×1.0, UCL Loss : 0×0
7201/20000, episode_reward : 135, episode_length : 18, CTR : 0.8333333333333334, a_loss : -66.38362121582031, q_loss : 0.17587769031524658, SCL Loss : 0×0, ICL Loss : 18×1.0, UCL Loss : 0×0
7202/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -58.38749694824219, q_loss : 0.1287524402141571, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7203/20000, episode_reward : 20, episode_length : 5, CTR : 0.8, a_loss : -62.68695831298828, q_loss : 0.27807798981666565, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7204/20000, episode_reward : 36, episode_length : 5, CTR : 0.8, a_loss : -56.22975158691406, q_loss : 0.11858396232128143, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7205/20000, episode_reward : 36, episode_length : 5, CTR : 0.8, a_loss : -57.2171630859375, q_loss : 0.14470531046390533, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7206/20000, episode_reward : 8, episode_length : 9, CTR : 0.3333333333333333, a_loss : -58.943115234375, q_loss : 0.2555939853191376, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
7207/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -56.27931213378906, q_loss : 0.191331148147583, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7208/20000, episode_reward : 20, episode_length : 3, CTR : 1.0, a_loss : -65.38301086425781, q_loss : 0.1495727151632309, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7209/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -56.08563995361328, q_loss : 0.1993102729320526, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7210/20000, episode_reward : 18, episode_length : 3, CTR : 0.6666666666666666, a_loss : -64.17924499511719, q_loss : 0.15088695287704468, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7211/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -54.2020263671875, q_loss : 0.1574324369430542, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7212/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -59.481544494628906, q_loss : 0.17986363172531128, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7213/20000, episode_reward : 74, episode_length : 13, CTR : 0.7692307692307693, a_loss : -63.14773941040039, q_loss : 0.12925902009010315, SCL Loss : 0×0, ICL Loss : 13×1.0, UCL Loss : 0×0
7214/20000, episode_reward : 8, episode_length : 2, CTR : 1.0, a_loss : -62.272544860839844, q_loss : 0.17562487721443176, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7215/20000, episode_reward : 27, episode_length : 15, CTR : 0.2, a_loss : -58.25049591064453, q_loss : 0.1911865472793579, SCL Loss : 0×0, ICL Loss : 15×1.0, UCL Loss : 0×0
7216/20000, episode_reward : 74, episode_length : 12, CTR : 0.75, a_loss : -59.33993148803711, q_loss : 0.10854184627532959, SCL Loss : 0×0, ICL Loss : 12×1.0, UCL Loss : 0×0
7217/20000, episode_reward : 37, episode_length : 5, CTR : 1.0, a_loss : -61.51152038574219, q_loss : 0.19328835606575012, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7218/20000, episode_reward : 36, episode_length : 6, CTR : 0.6666666666666666, a_loss : -60.28617477416992, q_loss : 0.18191342055797577, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
7219/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -69.400390625, q_loss : 0.23205259442329407, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7220/20000, episode_reward : 27, episode_length : 4, CTR : 0.75, a_loss : -68.4826431274414, q_loss : 0.2249903529882431, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7221/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -63.45104217529297, q_loss : 0.0927203819155693, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7222/20000, episode_reward : 54, episode_length : 8, CTR : 0.75, a_loss : -62.44863510131836, q_loss : 0.14296188950538635, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
7223/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -54.610267639160156, q_loss : 0.14522215723991394, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7224/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -65.3232192993164, q_loss : 0.16110670566558838, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7225/20000, episode_reward : 4, episode_length : 3, CTR : 0.6666666666666666, a_loss : -60.92621612548828, q_loss : 0.3159896731376648, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7226/20000, episode_reward : 64, episode_length : 16, CTR : 0.5, a_loss : -55.77085876464844, q_loss : 0.16419361531734467, SCL Loss : 0×0, ICL Loss : 16×1.0, UCL Loss : 0×0
7227/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -59.59114074707031, q_loss : 0.13907524943351746, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7228/20000, episode_reward : 0, episode_length : 8, CTR : 0.0, a_loss : -56.03630828857422, q_loss : 0.11006518453359604, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
7229/20000, episode_reward : 64, episode_length : 12, CTR : 0.6666666666666666, a_loss : -52.43172836303711, q_loss : 0.17000055313110352, SCL Loss : 0×0, ICL Loss : 12×1.0, UCL Loss : 0×0
7230/20000, episode_reward : 45, episode_length : 6, CTR : 0.8333333333333334, a_loss : -60.87739181518555, q_loss : 0.12396994978189468, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
7231/20000, episode_reward : 72, episode_length : 9, CTR : 0.8888888888888888, a_loss : -57.96086120605469, q_loss : 0.14978960156440735, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
7232/20000, episode_reward : 20, episode_length : 4, CTR : 0.75, a_loss : -53.50267028808594, q_loss : 0.1093888133764267, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7233/20000, episode_reward : 28, episode_length : 6, CTR : 0.6666666666666666, a_loss : -59.84534454345703, q_loss : 0.14024153351783752, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
7234/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -57.679222106933594, q_loss : 0.14249318838119507, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7235/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -56.56163024902344, q_loss : 0.20459263026714325, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7236/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -63.321434020996094, q_loss : 0.18069463968276978, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7237/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -57.84333801269531, q_loss : 0.19284644722938538, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7238/20000, episode_reward : 11, episode_length : 2, CTR : 1.0, a_loss : -64.7677993774414, q_loss : 0.1417408585548401, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7239/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -61.19987487792969, q_loss : 0.2571856677532196, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7240/20000, episode_reward : 338, episode_length : 57, CTR : 0.7192982456140351, a_loss : -63.95811462402344, q_loss : 0.15618030726909637, SCL Loss : 0×0, ICL Loss : 57×1.0, UCL Loss : 0×0
7241/20000, episode_reward : 6, episode_length : 4, CTR : 0.75, a_loss : -64.61292266845703, q_loss : 0.1808195412158966, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7242/20000, episode_reward : 36, episode_length : 4, CTR : 1.0, a_loss : -62.483726501464844, q_loss : 0.16691721975803375, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7243/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -64.19511413574219, q_loss : 0.15715213119983673, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7244/20000, episode_reward : 10, episode_length : 3, CTR : 0.6666666666666666, a_loss : -61.029266357421875, q_loss : 0.1866883933544159, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7245/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -63.540016174316406, q_loss : 0.21274079382419586, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7246/20000, episode_reward : 153, episode_length : 17, CTR : 1.0, a_loss : -61.057125091552734, q_loss : 0.14311864972114563, SCL Loss : 0×0, ICL Loss : 17×1.0, UCL Loss : 0×0
7247/20000, episode_reward : 18, episode_length : 3, CTR : 0.6666666666666666, a_loss : -65.14571380615234, q_loss : 0.16291233897209167, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7248/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -56.083229064941406, q_loss : 0.19265392422676086, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7249/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -62.17798614501953, q_loss : 0.20087577402591705, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7250/20000, episode_reward : 45, episode_length : 6, CTR : 0.8333333333333334, a_loss : -55.862422943115234, q_loss : 0.17140735685825348, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
7251/20000, episode_reward : 64, episode_length : 9, CTR : 0.8888888888888888, a_loss : -54.49104309082031, q_loss : 0.2192472517490387, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
7252/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -57.62816619873047, q_loss : 0.15744894742965698, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7253/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -58.95479965209961, q_loss : 0.13878469169139862, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7254/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -62.70191955566406, q_loss : 0.11814136803150177, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7255/20000, episode_reward : 50, episode_length : 7, CTR : 0.8571428571428571, a_loss : -53.23052978515625, q_loss : 0.11123901605606079, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
7256/20000, episode_reward : 39, episode_length : 8, CTR : 0.75, a_loss : -58.37114334106445, q_loss : 0.11531705409288406, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
7257/20000, episode_reward : 40, episode_length : 5, CTR : 1.0, a_loss : -54.39653015136719, q_loss : 0.22773048281669617, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7258/20000, episode_reward : 25, episode_length : 4, CTR : 1.0, a_loss : -59.71703338623047, q_loss : 0.2027820646762848, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7259/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -51.50922393798828, q_loss : 0.12996965646743774, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7260/20000, episode_reward : 36, episode_length : 4, CTR : 1.0, a_loss : -53.86632537841797, q_loss : 0.19273202121257782, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7261/20000, episode_reward : 27, episode_length : 5, CTR : 0.6, a_loss : -63.544918060302734, q_loss : 0.1255227029323578, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7262/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -56.85414123535156, q_loss : 0.1686047464609146, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7263/20000, episode_reward : 18, episode_length : 4, CTR : 0.5, a_loss : -57.412437438964844, q_loss : 0.12364298850297928, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7264/20000, episode_reward : 2, episode_length : 2, CTR : 1.0, a_loss : -56.96815490722656, q_loss : 0.275104820728302, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7265/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -50.68650817871094, q_loss : 0.15782499313354492, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7266/20000, episode_reward : 57, episode_length : 13, CTR : 0.6153846153846154, a_loss : -67.61492156982422, q_loss : 0.20645728707313538, SCL Loss : 0×0, ICL Loss : 13×1.0, UCL Loss : 0×0
7267/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -56.49884033203125, q_loss : 0.15138033032417297, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7268/20000, episode_reward : 45, episode_length : 5, CTR : 1.0, a_loss : -60.53529357910156, q_loss : 0.17945978045463562, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7269/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -60.17957305908203, q_loss : 0.17162689566612244, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7270/20000, episode_reward : 56, episode_length : 9, CTR : 0.7777777777777778, a_loss : -63.59235382080078, q_loss : 0.27288979291915894, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
7271/20000, episode_reward : 32, episode_length : 4, CTR : 1.0, a_loss : -61.10469436645508, q_loss : 0.20627787709236145, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7272/20000, episode_reward : 171, episode_length : 22, CTR : 0.8636363636363636, a_loss : -59.29563903808594, q_loss : 0.17975804209709167, SCL Loss : 0×0, ICL Loss : 22×1.0, UCL Loss : 0×0
7273/20000, episode_reward : 2, episode_length : 1, CTR : 1.0, a_loss : -67.13226318359375, q_loss : 0.2215399593114853, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7274/20000, episode_reward : 27, episode_length : 4, CTR : 0.75, a_loss : -56.160430908203125, q_loss : 0.13160103559494019, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7275/20000, episode_reward : 54, episode_length : 8, CTR : 0.75, a_loss : -61.08415985107422, q_loss : 0.17154520750045776, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
7276/20000, episode_reward : 99, episode_length : 15, CTR : 0.7333333333333333, a_loss : -55.18705749511719, q_loss : 0.19475214183330536, SCL Loss : 0×0, ICL Loss : 15×1.0, UCL Loss : 0×0
7277/20000, episode_reward : 36, episode_length : 6, CTR : 0.6666666666666666, a_loss : -61.722991943359375, q_loss : 0.14099332690238953, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
7278/20000, episode_reward : 108, episode_length : 13, CTR : 0.9230769230769231, a_loss : -57.42791748046875, q_loss : 0.17235347628593445, SCL Loss : 0×0, ICL Loss : 13×1.0, UCL Loss : 0×0
7279/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -52.06226348876953, q_loss : 0.11218361556529999, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7280/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -50.38893127441406, q_loss : 0.10469406843185425, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7281/20000, episode_reward : 44, episode_length : 6, CTR : 0.8333333333333334, a_loss : -54.98228073120117, q_loss : 0.10477527230978012, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
7282/20000, episode_reward : 61, episode_length : 15, CTR : 0.6, a_loss : -59.02967834472656, q_loss : 0.2146536111831665, SCL Loss : 0×0, ICL Loss : 15×1.0, UCL Loss : 0×0
7283/20000, episode_reward : 74, episode_length : 12, CTR : 0.75, a_loss : -59.29118728637695, q_loss : 0.10637056827545166, SCL Loss : 0×0, ICL Loss : 12×1.0, UCL Loss : 0×0
7284/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -57.9032096862793, q_loss : 0.10907154530286789, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7285/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -55.15930938720703, q_loss : 0.21991834044456482, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7286/20000, episode_reward : 46, episode_length : 6, CTR : 1.0, a_loss : -57.37245178222656, q_loss : 0.18514007329940796, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
7287/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -60.3828239440918, q_loss : 0.11761157214641571, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7288/20000, episode_reward : 45, episode_length : 6, CTR : 0.8333333333333334, a_loss : -55.510292053222656, q_loss : 0.1066068559885025, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
7289/20000, episode_reward : 209, episode_length : 36, CTR : 0.6944444444444444, a_loss : -55.194610595703125, q_loss : 0.11428042501211166, SCL Loss : 0×0, ICL Loss : 36×1.0, UCL Loss : 0×0
7290/20000, episode_reward : 11, episode_length : 3, CTR : 0.6666666666666666, a_loss : -55.93743133544922, q_loss : 0.09628203511238098, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7291/20000, episode_reward : 74, episode_length : 9, CTR : 1.0, a_loss : -51.13904571533203, q_loss : 0.11852206289768219, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
7292/20000, episode_reward : 21, episode_length : 4, CTR : 1.0, a_loss : -57.78773498535156, q_loss : 0.20025497674942017, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7293/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -62.16763687133789, q_loss : 0.21148443222045898, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7294/20000, episode_reward : 24, episode_length : 7, CTR : 0.8571428571428571, a_loss : -57.04533386230469, q_loss : 0.0996946394443512, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
7295/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -63.875980377197266, q_loss : 0.20055615901947021, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7296/20000, episode_reward : 81, episode_length : 9, CTR : 1.0, a_loss : -56.93781280517578, q_loss : 0.18910974264144897, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
7297/20000, episode_reward : 27, episode_length : 4, CTR : 0.75, a_loss : -52.73748779296875, q_loss : 0.13009436428546906, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7298/20000, episode_reward : 207, episode_length : 29, CTR : 0.7931034482758621, a_loss : -65.833251953125, q_loss : 0.1618574857711792, SCL Loss : 0×0, ICL Loss : 29×1.0, UCL Loss : 0×0
7299/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -59.7038459777832, q_loss : 0.14137981832027435, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7300/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -57.451263427734375, q_loss : 0.13027934730052948, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7301/20000, episode_reward : 27, episode_length : 4, CTR : 0.75, a_loss : -61.63386154174805, q_loss : 0.20190422236919403, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7302/20000, episode_reward : 19, episode_length : 5, CTR : 0.6, a_loss : -52.89823913574219, q_loss : 0.1417331099510193, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7303/20000, episode_reward : 401, episode_length : 67, CTR : 0.7611940298507462, a_loss : -55.670310974121094, q_loss : 0.1395212560892105, SCL Loss : 0×0, ICL Loss : 67×1.0, UCL Loss : 0×0
7304/20000, episode_reward : 36, episode_length : 4, CTR : 1.0, a_loss : -61.26774978637695, q_loss : 0.12650936841964722, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7305/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -58.993812561035156, q_loss : 0.14889852702617645, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7306/20000, episode_reward : 36, episode_length : 6, CTR : 0.6666666666666666, a_loss : -62.26329803466797, q_loss : 0.1323971450328827, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
7307/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -64.44833374023438, q_loss : 0.3099164366722107, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7308/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -64.3498764038086, q_loss : 0.18575537204742432, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7309/20000, episode_reward : 38, episode_length : 6, CTR : 0.8333333333333334, a_loss : -54.871315002441406, q_loss : 0.16833588480949402, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
