0/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : 0, q_loss : 0, SCL Loss : 0×0, ICL Loss : 0×0, UCL Loss : 0×0
7310/20000, episode_reward : 30, episode_length : 5, CTR : 1.0, a_loss : -62.58252716064453, q_loss : 0.14144080877304077, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7311/20000, episode_reward : 148, episode_length : 23, CTR : 0.7391304347826086, a_loss : -60.09270477294922, q_loss : 0.2572098970413208, SCL Loss : 0×0, ICL Loss : 23×1.0, UCL Loss : 0×0
7312/20000, episode_reward : 4, episode_length : 2, CTR : 1.0, a_loss : -69.82951354980469, q_loss : 0.3205149173736572, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7313/20000, episode_reward : 28, episode_length : 6, CTR : 0.6666666666666666, a_loss : -63.7659912109375, q_loss : 0.17622807621955872, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
7314/20000, episode_reward : 26, episode_length : 12, CTR : 0.8333333333333334, a_loss : -59.498382568359375, q_loss : 0.21559324860572815, SCL Loss : 0×0, ICL Loss : 12×1.0, UCL Loss : 0×0
7315/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -61.97758483886719, q_loss : 0.12773048877716064, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7316/20000, episode_reward : 36, episode_length : 8, CTR : 0.5, a_loss : -64.25692749023438, q_loss : 0.1359870433807373, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
7317/20000, episode_reward : 36, episode_length : 4, CTR : 1.0, a_loss : -63.31842041015625, q_loss : 0.24750646948814392, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7318/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -70.79627990722656, q_loss : 0.14760544896125793, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7319/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -61.167816162109375, q_loss : 0.15219874680042267, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7320/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -60.192344665527344, q_loss : 0.11512887477874756, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7321/20000, episode_reward : 99, episode_length : 14, CTR : 0.7857142857142857, a_loss : -59.49153137207031, q_loss : 0.14521938562393188, SCL Loss : 0×0, ICL Loss : 14×1.0, UCL Loss : 0×0
7322/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -62.25666809082031, q_loss : 0.22322607040405273, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7323/20000, episode_reward : 36, episode_length : 7, CTR : 0.5714285714285714, a_loss : -57.64506530761719, q_loss : 0.21564260125160217, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
7324/20000, episode_reward : 83, episode_length : 15, CTR : 0.7333333333333333, a_loss : -59.34023666381836, q_loss : 0.14186473190784454, SCL Loss : 0×0, ICL Loss : 15×1.0, UCL Loss : 0×0
7325/20000, episode_reward : 64, episode_length : 9, CTR : 0.8888888888888888, a_loss : -59.262367248535156, q_loss : 0.17471042275428772, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
7326/20000, episode_reward : 30, episode_length : 5, CTR : 1.0, a_loss : -63.91615295410156, q_loss : 0.1337047964334488, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7327/20000, episode_reward : 102, episode_length : 24, CTR : 0.75, a_loss : -60.47798156738281, q_loss : 0.1944870799779892, SCL Loss : 0×0, ICL Loss : 24×1.0, UCL Loss : 0×0
7328/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -55.63380432128906, q_loss : 0.16659311950206757, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7329/20000, episode_reward : 2, episode_length : 1, CTR : 1.0, a_loss : -55.666358947753906, q_loss : 0.08920630812644958, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7330/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -57.18846130371094, q_loss : 0.12681667506694794, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7331/20000, episode_reward : 29, episode_length : 5, CTR : 0.8, a_loss : -53.609092712402344, q_loss : 0.19239141047000885, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7332/20000, episode_reward : 27, episode_length : 5, CTR : 0.6, a_loss : -62.170860290527344, q_loss : 0.17768025398254395, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7333/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -51.98521423339844, q_loss : 0.22816970944404602, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7334/20000, episode_reward : 386, episode_length : 59, CTR : 0.7796610169491526, a_loss : -54.94322967529297, q_loss : 0.1617305427789688, SCL Loss : 0×0, ICL Loss : 59×1.0, UCL Loss : 0×0
7335/20000, episode_reward : 78, episode_length : 13, CTR : 0.7692307692307693, a_loss : -55.116477966308594, q_loss : 0.11402934789657593, SCL Loss : 0×0, ICL Loss : 13×1.0, UCL Loss : 0×0
7336/20000, episode_reward : 7, episode_length : 3, CTR : 1.0, a_loss : -58.049522399902344, q_loss : 0.20168136060237885, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7337/20000, episode_reward : 216, episode_length : 34, CTR : 0.7058823529411765, a_loss : -63.5416259765625, q_loss : 0.16748401522636414, SCL Loss : 0×0, ICL Loss : 34×1.0, UCL Loss : 0×0
7338/20000, episode_reward : 208, episode_length : 30, CTR : 0.8, a_loss : -51.25563049316406, q_loss : 0.16742345690727234, SCL Loss : 0×0, ICL Loss : 30×1.0, UCL Loss : 0×0
7339/20000, episode_reward : 19, episode_length : 4, CTR : 0.75, a_loss : -55.33409118652344, q_loss : 0.15191984176635742, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7340/20000, episode_reward : 5, episode_length : 7, CTR : 0.7142857142857143, a_loss : -51.384117126464844, q_loss : 0.14903342723846436, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
7341/20000, episode_reward : 248, episode_length : 33, CTR : 0.8787878787878788, a_loss : -54.877925872802734, q_loss : 0.1582329273223877, SCL Loss : 0×0, ICL Loss : 33×1.0, UCL Loss : 0×0
7342/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -57.04042053222656, q_loss : 0.2161186933517456, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7343/20000, episode_reward : 36, episode_length : 4, CTR : 1.0, a_loss : -60.15850067138672, q_loss : 0.19631054997444153, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7344/20000, episode_reward : 112, episode_length : 18, CTR : 0.8888888888888888, a_loss : -52.696434020996094, q_loss : 0.18534788489341736, SCL Loss : 0×0, ICL Loss : 18×1.0, UCL Loss : 0×0
7345/20000, episode_reward : 2, episode_length : 1, CTR : 1.0, a_loss : -56.26819610595703, q_loss : 0.194779634475708, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7346/20000, episode_reward : 108, episode_length : 19, CTR : 0.631578947368421, a_loss : -50.23528289794922, q_loss : 0.13835376501083374, SCL Loss : 0×0, ICL Loss : 19×1.0, UCL Loss : 0×0
7347/20000, episode_reward : 91, episode_length : 26, CTR : 0.4230769230769231, a_loss : -61.68634796142578, q_loss : 0.15547332167625427, SCL Loss : 0×0, ICL Loss : 26×1.0, UCL Loss : 0×0
7348/20000, episode_reward : 22, episode_length : 4, CTR : 1.0, a_loss : -61.4356575012207, q_loss : 0.15629366040229797, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7349/20000, episode_reward : 73, episode_length : 11, CTR : 0.8181818181818182, a_loss : -54.676246643066406, q_loss : 0.1239812895655632, SCL Loss : 0×0, ICL Loss : 11×1.0, UCL Loss : 0×0
7350/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -69.78763580322266, q_loss : 0.15502959489822388, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7351/20000, episode_reward : 67, episode_length : 11, CTR : 0.7272727272727273, a_loss : -56.48871612548828, q_loss : 0.1659063696861267, SCL Loss : 0×0, ICL Loss : 11×1.0, UCL Loss : 0×0
7352/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -52.8930778503418, q_loss : 0.10393810272216797, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7353/20000, episode_reward : 55, episode_length : 9, CTR : 0.7777777777777778, a_loss : -58.666114807128906, q_loss : 0.13251470029354095, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
7354/20000, episode_reward : 18, episode_length : 9, CTR : 0.8888888888888888, a_loss : -50.491455078125, q_loss : 0.09797414392232895, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
7355/20000, episode_reward : 40, episode_length : 8, CTR : 0.75, a_loss : -57.1612663269043, q_loss : 0.10281418263912201, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
7356/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -59.641971588134766, q_loss : 0.11984176188707352, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7357/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -49.744781494140625, q_loss : 0.12215088307857513, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7358/20000, episode_reward : 191, episode_length : 28, CTR : 0.8214285714285714, a_loss : -52.85102844238281, q_loss : 0.11143246293067932, SCL Loss : 0×0, ICL Loss : 28×1.0, UCL Loss : 0×0
7359/20000, episode_reward : 22, episode_length : 4, CTR : 0.75, a_loss : -55.14659118652344, q_loss : 0.14055372774600983, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7360/20000, episode_reward : 2, episode_length : 9, CTR : 0.1111111111111111, a_loss : -52.94089126586914, q_loss : 0.12343956530094147, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
7361/20000, episode_reward : 63, episode_length : 11, CTR : 0.6363636363636364, a_loss : -49.09831237792969, q_loss : 0.0946572944521904, SCL Loss : 0×0, ICL Loss : 11×1.0, UCL Loss : 0×0
7362/20000, episode_reward : 18, episode_length : 5, CTR : 0.4, a_loss : -51.35881805419922, q_loss : 0.16210433840751648, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7363/20000, episode_reward : 90, episode_length : 11, CTR : 0.9090909090909091, a_loss : -57.858070373535156, q_loss : 0.11809059977531433, SCL Loss : 0×0, ICL Loss : 11×1.0, UCL Loss : 0×0
7364/20000, episode_reward : 373, episode_length : 64, CTR : 0.703125, a_loss : -52.992279052734375, q_loss : 0.09975634515285492, SCL Loss : 0×0, ICL Loss : 64×1.0, UCL Loss : 0×0
7365/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -55.429622650146484, q_loss : 0.12682819366455078, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7366/20000, episode_reward : 4, episode_length : 2, CTR : 1.0, a_loss : -63.48258972167969, q_loss : 0.1446196734905243, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7367/20000, episode_reward : 56, episode_length : 12, CTR : 0.6666666666666666, a_loss : -54.264217376708984, q_loss : 0.16185212135314941, SCL Loss : 0×0, ICL Loss : 12×1.0, UCL Loss : 0×0
7368/20000, episode_reward : 81, episode_length : 15, CTR : 0.6, a_loss : -64.29093170166016, q_loss : 0.10930703580379486, SCL Loss : 0×0, ICL Loss : 15×1.0, UCL Loss : 0×0
7369/20000, episode_reward : 1, episode_length : 2, CTR : 0.5, a_loss : -63.496337890625, q_loss : 0.18201953172683716, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7370/20000, episode_reward : 91, episode_length : 11, CTR : 1.0, a_loss : -69.60202026367188, q_loss : 0.1361987590789795, SCL Loss : 0×0, ICL Loss : 11×1.0, UCL Loss : 0×0
7371/20000, episode_reward : 38, episode_length : 7, CTR : 0.7142857142857143, a_loss : -52.78246307373047, q_loss : 0.10928353667259216, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
7372/20000, episode_reward : 75, episode_length : 17, CTR : 0.6470588235294118, a_loss : -63.29866027832031, q_loss : 0.1695740669965744, SCL Loss : 0×0, ICL Loss : 17×1.0, UCL Loss : 0×0
7373/20000, episode_reward : 155, episode_length : 22, CTR : 0.8636363636363636, a_loss : -61.47296142578125, q_loss : 0.12069320678710938, SCL Loss : 0×0, ICL Loss : 22×1.0, UCL Loss : 0×0
7374/20000, episode_reward : 394, episode_length : 59, CTR : 0.8135593220338984, a_loss : -57.05989456176758, q_loss : 0.11070027202367783, SCL Loss : 0×0, ICL Loss : 59×1.0, UCL Loss : 0×0
7375/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -49.484283447265625, q_loss : 0.1509222686290741, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7376/20000, episode_reward : 20, episode_length : 3, CTR : 1.0, a_loss : -51.80674743652344, q_loss : 0.10658235847949982, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7377/20000, episode_reward : 67, episode_length : 9, CTR : 0.8888888888888888, a_loss : -62.744384765625, q_loss : 0.08164238929748535, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
7378/20000, episode_reward : 101, episode_length : 14, CTR : 0.8571428571428571, a_loss : -53.26872634887695, q_loss : 0.12206903100013733, SCL Loss : 0×0, ICL Loss : 14×1.0, UCL Loss : 0×0
7379/20000, episode_reward : 50, episode_length : 11, CTR : 0.8181818181818182, a_loss : -61.45791244506836, q_loss : 0.18608306348323822, SCL Loss : 0×0, ICL Loss : 11×1.0, UCL Loss : 0×0
7380/20000, episode_reward : 99, episode_length : 12, CTR : 0.9166666666666666, a_loss : -55.61915588378906, q_loss : 0.11896716058254242, SCL Loss : 0×0, ICL Loss : 12×1.0, UCL Loss : 0×0
7381/20000, episode_reward : 64, episode_length : 8, CTR : 1.0, a_loss : -59.63623809814453, q_loss : 0.11991403996944427, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
7382/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -69.29354858398438, q_loss : 0.13884122669696808, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7383/20000, episode_reward : 9, episode_length : 5, CTR : 1.0, a_loss : -67.96913146972656, q_loss : 0.13465352356433868, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7384/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -60.73969268798828, q_loss : 0.14637941122055054, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7385/20000, episode_reward : 27, episode_length : 4, CTR : 0.75, a_loss : -61.29100036621094, q_loss : 0.143673837184906, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7386/20000, episode_reward : 18, episode_length : 3, CTR : 0.6666666666666666, a_loss : -52.12408447265625, q_loss : 0.1360388547182083, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7387/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -60.030616760253906, q_loss : 0.15090259909629822, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7388/20000, episode_reward : 8, episode_length : 4, CTR : 1.0, a_loss : -51.88923263549805, q_loss : 0.17193342745304108, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7389/20000, episode_reward : 4, episode_length : 1, CTR : 1.0, a_loss : -53.175079345703125, q_loss : 0.1401452273130417, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7390/20000, episode_reward : 45, episode_length : 5, CTR : 1.0, a_loss : -54.79010009765625, q_loss : 0.10093913972377777, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7391/20000, episode_reward : 55, episode_length : 8, CTR : 0.875, a_loss : -49.29364013671875, q_loss : 0.14269238710403442, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
7392/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -48.09691619873047, q_loss : 0.11839820444583893, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7393/20000, episode_reward : 0, episode_length : 5, CTR : 0.0, a_loss : -53.16504669189453, q_loss : 0.11894077062606812, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7394/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -53.51223373413086, q_loss : 0.13474112749099731, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7395/20000, episode_reward : 27, episode_length : 4, CTR : 0.75, a_loss : -48.94904327392578, q_loss : 0.13536563515663147, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7396/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -54.790016174316406, q_loss : 0.13350465893745422, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7397/20000, episode_reward : 45, episode_length : 7, CTR : 0.7142857142857143, a_loss : -54.31161880493164, q_loss : 0.16230671107769012, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
7398/20000, episode_reward : 2, episode_length : 1, CTR : 1.0, a_loss : -56.06037902832031, q_loss : 0.2648158073425293, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7399/20000, episode_reward : 10, episode_length : 2, CTR : 1.0, a_loss : -54.98933410644531, q_loss : 0.18398922681808472, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7400/20000, episode_reward : 18, episode_length : 4, CTR : 0.5, a_loss : -51.77678680419922, q_loss : 0.11348428577184677, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7401/20000, episode_reward : 108, episode_length : 16, CTR : 0.8125, a_loss : -52.0263671875, q_loss : 0.0907132476568222, SCL Loss : 0×0, ICL Loss : 16×1.0, UCL Loss : 0×0
7402/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -52.75603103637695, q_loss : 0.06437797844409943, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7403/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -54.164268493652344, q_loss : 0.15696555376052856, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7404/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -52.4795036315918, q_loss : 0.11127601563930511, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7405/20000, episode_reward : 36, episode_length : 4, CTR : 1.0, a_loss : -50.35032272338867, q_loss : 0.10508646070957184, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7406/20000, episode_reward : 54, episode_length : 8, CTR : 0.75, a_loss : -50.81867980957031, q_loss : 0.12159532308578491, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
7407/20000, episode_reward : 2, episode_length : 1, CTR : 1.0, a_loss : -47.644466400146484, q_loss : 0.191665917634964, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7408/20000, episode_reward : 27, episode_length : 4, CTR : 0.75, a_loss : -56.897708892822266, q_loss : 0.1428450644016266, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7409/20000, episode_reward : 45, episode_length : 5, CTR : 1.0, a_loss : -55.07465362548828, q_loss : 0.09660238027572632, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
7410/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -52.46173095703125, q_loss : 0.13173526525497437, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7411/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -52.12956237792969, q_loss : 0.17329071462154388, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
7412/20000, episode_reward : 95, episode_length : 15, CTR : 0.8, a_loss : -49.97716522216797, q_loss : 0.21589741110801697, SCL Loss : 0×0, ICL Loss : 15×1.0, UCL Loss : 0×0
7413/20000, episode_reward : 20, episode_length : 4, CTR : 0.75, a_loss : -55.08697509765625, q_loss : 0.19775789976119995, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7414/20000, episode_reward : 45, episode_length : 10, CTR : 0.8, a_loss : -55.462459564208984, q_loss : 0.1303003430366516, SCL Loss : 0×0, ICL Loss : 10×1.0, UCL Loss : 0×0
7415/20000, episode_reward : 11, episode_length : 4, CTR : 0.75, a_loss : -58.76190185546875, q_loss : 0.15511366724967957, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7416/20000, episode_reward : 9, episode_length : 3, CTR : 0.3333333333333333, a_loss : -53.52716827392578, q_loss : 0.15010255575180054, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7417/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -53.07435607910156, q_loss : 0.13763388991355896, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
7418/20000, episode_reward : 18, episode_length : 4, CTR : 0.5, a_loss : -55.26485824584961, q_loss : 0.12068860232830048, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7419/20000, episode_reward : 211, episode_length : 34, CTR : 0.7058823529411765, a_loss : -58.35634231567383, q_loss : 0.10353648662567139, SCL Loss : 0×0, ICL Loss : 34×1.0, UCL Loss : 0×0
7420/20000, episode_reward : 27, episode_length : 4, CTR : 0.75, a_loss : -52.889320373535156, q_loss : 0.13438045978546143, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
7421/20000, episode_reward : 18, episode_length : 3, CTR : 0.6666666666666666, a_loss : -55.59580993652344, q_loss : 0.11503908038139343, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
7422/20000, episode_reward : 227, episode_length : 28, CTR : 0.9642857142857143, a_loss : -60.40034484863281, q_loss : 0.21271434426307678, SCL Loss : 0×0, ICL Loss : 28×1.0, UCL Loss : 0×0
